date,sym,time,volume,price
2023-07-01,GBPUSD,2023-07-01D09:32:26.467474847,42,98.31281
2023-07-01,GBPUSD,2023-07-01D09:33:27.655756920,60,97.97082
2023-07-01,GBPUSD,2023-07-01D09:34:55.345826446,70,98.25833
2023-07-01,GBPUSD,2023-07-01D09:36:41.043442636,76,97.80302
2023-07-01,GBPUSD,2023-07-01D09:36:44.607696085,88,97.46391
2023-07-01,GBPUSD,2023-07-01D09:37:42.187086045,80,97.06214
2023-07-01,GBPUSD,2023-07-01D09:37:59.909842460,78,96.78466
2023-07-01,GBPUSD,2023-07-01D09:39:48.226434588,11,97.03897
2023-07-01,GBPUSD,2023-07-01D09:40:57.519420235,65,96.54656
2023-07-01,GBPUSD,2023-07-01D09:42:45.931646525,90,97.03478
2023-07-01,GBPUSD,2023-07-01D09:44:32.733340411,76,97.49755
2023-07-01,GBPUSD,2023-07-01D09:46:07.229729890,31,97.4984
2023-07-01,GBPUSD,2023-07-01D09:47:00.634569972,91,97.51309
2023-07-01,GBPUSD,2023-07-01D09:47:04.690854549,66,97.79225
2023-07-01,GBPUSD,2023-07-01D09:50:09.851608424,68,97.52504
2023-07-01,GBPUSD,2023-07-01D09:50:57.425681501,81,97.80691
2023-07-01,GBPUSD,2023-07-01D09:51:36.437620371,82,97.59601
2023-07-01,GBPUSD,2023-07-01D09:55:26.848460733,32,97.11261
2023-07-01,GBPUSD,2023-07-01D09:56:35.436461269,65,96.64913
2023-07-01,GBPUSD,2023-07-01D09:56:51.605051904,64,97.03629
2023-07-01,GBPUSD,2023-07-01D09:57:21.279986500,27,96.69195
2023-07-01,GBPUSD,2023-07-01D09:59:53.626897036,51,96.58944
2023-07-01,GBPUSD,2023-07-01D10:04:13.343251347,22,96.14836
2023-07-01,GBPUSD,2023-07-01D10:07:56.132105290,93,96.25562
2023-07-01,GBPUSD,2023-07-01D10:09:56.943821757,40,95.77124
2023-07-01,GBPUSD,2023-07-01D10:10:42.437841742,30,95.45978
2023-07-01,GBPUSD,2023-07-01D10:11:27.163449078,63,95.62289
2023-07-01,GBPUSD,2023-07-01D10:13:24.815114289,72,95.3701
2023-07-01,GBPUSD,2023-07-01D10:16:19.412437229,86,95.53919
2023-07-01,GBPUSD,2023-07-01D10:17:33.459671884,20,95.43743
2023-07-01,GBPUSD,2023-07-01D10:19:10.796400010,57,95.92658
2023-07-01,GBPUSD,2023-07-01D10:21:21.358516215,75,96.37585
2023-07-01,GBPUSD,2023-07-01D10:22:23.557112663,94,96.03528
2023-07-01,GBPUSD,2023-07-01D10:22:27.526694833,98,96.41885
2023-07-01,GBPUSD,2023-07-01D10:24:51.242089122,4,95.98748
2023-07-01,GBPUSD,2023-07-01D10:27:07.611979096,66,95.98212
2023-07-01,GBPUSD,2023-07-01D10:27:42.801247089,74,95.57114
2023-07-01,GBPUSD,2023-07-01D10:28:23.115673362,67,95.64698
2023-07-01,GBPUSD,2023-07-01D10:29:08.799030482,55,96.00378
2023-07-01,GBPUSD,2023-07-01D10:29:28.693712353,14,96.09263
2023-07-01,GBPUSD,2023-07-01D10:31:14.824116378,17,96.27518
2023-07-01,GBPUSD,2023-07-01D10:35:55.499842017,99,96.28059
2023-07-01,GBPUSD,2023-07-01D10:37:13.085480331,59,96.4503
2023-07-01,GBPUSD,2023-07-01D10:41:03.815630971,64,96.02051
2023-07-01,GBPUSD,2023-07-01D10:43:07.045580148,9,95.58771
2023-07-01,GBPUSD,2023-07-01D10:43:07.553925811,12,95.75076
2023-07-01,GBPUSD,2023-07-01D10:43:58.749524205,85,95.39813
2023-07-01,GBPUSD,2023-07-01D10:47:04.994963407,7,94.96144
2023-07-01,GBPUSD,2023-07-01D10:47:16.557000875,46,94.94176
2023-07-01,GBPUSD,2023-07-01D10:47:43.056394457,16,95.36506
2023-07-01,GBPUSD,2023-07-01D10:48:55.299454628,17,95.29428
2023-07-01,GBPUSD,2023-07-01D10:49:47.783136963,36,95.00808
2023-07-01,GBPUSD,2023-07-01D10:50:26.166392862,94,94.93321
2023-07-01,GBPUSD,2023-07-01D10:51:27.237113713,48,94.52322
2023-07-01,GBPUSD,2023-07-01D10:57:08.365076332,25,94.34242
2023-07-01,GBPUSD,2023-07-01D10:57:22.140942066,90,94.29109
2023-07-01,GBPUSD,2023-07-01D10:58:24.862207173,52,94.66637
2023-07-01,GBPUSD,2023-07-01D11:03:20.304861366,86,94.93412
2023-07-01,GBPUSD,2023-07-01D11:05:06.028588860,64,95.41175
2023-07-01,GBPUSD,2023-07-01D11:07:06.708400994,83,95.87354
2023-07-01,GBPUSD,2023-07-01D11:07:21.233186423,48,96.23935
2023-07-01,GBPUSD,2023-07-01D11:07:55.167884677,38,96.37105
2023-07-01,GBPUSD,2023-07-01D11:09:14.770691692,34,96.2315
2023-07-01,GBPUSD,2023-07-01D11:14:46.071610450,71,96.69766
2023-07-01,GBPUSD,2023-07-01D11:15:12.314477562,86,97.10379
2023-07-01,GBPUSD,2023-07-01D11:18:37.170175909,5,97.44378
2023-07-01,GBPUSD,2023-07-01D11:19:37.503403275,13,97.21769
2023-07-01,GBPUSD,2023-07-01D11:20:23.358254134,83,97.62532
2023-07-01,GBPUSD,2023-07-01D11:21:52.367608397,25,97.48542
2023-07-01,GBPUSD,2023-07-01D11:23:43.160328715,45,97.95915
2023-07-01,GBPUSD,2023-07-01D11:24:07.988699376,0,98.07202
2023-07-01,GBPUSD,2023-07-01D11:24:30.355204492,84,97.77278
2023-07-01,GBPUSD,2023-07-01D11:25:12.830109893,92,97.91176
2023-07-01,GBPUSD,2023-07-01D11:26:04.169219880,19,97.62491
2023-07-01,GBPUSD,2023-07-01D11:26:54.460417627,79,98.03093
2023-07-01,GBPUSD,2023-07-01D11:27:50.091316848,28,97.57949
2023-07-01,GBPUSD,2023-07-01D11:27:54.802657216,50,97.4662
2023-07-01,GBPUSD,2023-07-01D11:28:39.604023545,0,97.37952
2023-07-01,GBPUSD,2023-07-01D11:32:29.243051558,32,97.56547
2023-07-01,GBPUSD,2023-07-01D11:33:59.594502746,75,97.46258
2023-07-01,GBPUSD,2023-07-01D11:34:32.183181344,8,97.68441
2023-07-01,GBPUSD,2023-07-01D11:35:56.118755042,96,97.65159
2023-07-01,GBPUSD,2023-07-01D11:37:15.576139389,4,97.54466
2023-07-01,GBPUSD,2023-07-01D11:39:47.880543618,50,97.40116
2023-07-01,GBPUSD,2023-07-01D11:40:42.385317384,79,97.45795
2023-07-01,GBPUSD,2023-07-01D11:42:15.136312990,95,97.93763
2023-07-01,GBPUSD,2023-07-01D11:43:32.861178069,57,97.92227
2023-07-01,GBPUSD,2023-07-01D11:44:43.404529094,66,98.17499
2023-07-01,GBPUSD,2023-07-01D11:44:50.817363559,89,98.13438
2023-07-01,GBPUSD,2023-07-01D11:46:55.364766865,88,98.22062
2023-07-01,GBPUSD,2023-07-01D11:47:05.445601343,75,98.70332
2023-07-01,GBPUSD,2023-07-01D11:47:29.734264611,85,98.58843
2023-07-01,GBPUSD,2023-07-01D11:49:41.886615603,15,98.38367
2023-07-01,GBPUSD,2023-07-01D11:52:07.660156040,1,98.14134
2023-07-01,GBPUSD,2023-07-01D11:54:22.838642298,53,98.36837
2023-07-01,GBPUSD,2023-07-01D11:55:49.656517803,81,98.15489
2023-07-01,GBPUSD,2023-07-01D11:57:17.599794566,65,97.73931
2023-07-01,GBPUSD,2023-07-01D12:00:38.473478704,50,97.28942
2023-07-01,GBPUSD,2023-07-01D12:05:56.280002742,93,97.5697
2023-07-01,GBPUSD,2023-07-01D12:08:12.273652553,76,97.85181
2023-07-01,GBPUSD,2023-07-01D12:08:13.394849448,64,97.71623
2023-07-01,GBPUSD,2023-07-01D12:09:17.346182316,75,97.75899
2023-07-01,GBPUSD,2023-07-01D12:10:19.107263534,68,97.85095
2023-07-01,GBPUSD,2023-07-01D12:10:24.841350316,94,97.92574
2023-07-01,GBPUSD,2023-07-01D12:14:25.247207879,71,98.34827
2023-07-01,GBPUSD,2023-07-01D12:15:16.550510376,66,98.55535
2023-07-01,GBPUSD,2023-07-01D12:16:43.138232230,28,98.09814
2023-07-01,GBPUSD,2023-07-01D12:17:02.377737611,1,97.82843
2023-07-01,GBPUSD,2023-07-01D12:17:45.181649475,45,97.63405
2023-07-01,GBPUSD,2023-07-01D12:19:17.898688315,71,97.46376
2023-07-01,GBPUSD,2023-07-01D12:19:56.518494933,63,97.3043
2023-07-01,GBPUSD,2023-07-01D12:20:27.119254320,96,97.2818
2023-07-01,GBPUSD,2023-07-01D12:20:31.832264363,81,97.39184
2023-07-01,GBPUSD,2023-07-01D12:21:16.874848454,64,97.25796
2023-07-01,GBPUSD,2023-07-01D12:24:19.948508440,66,97.31336
2023-07-01,GBPUSD,2023-07-01D12:28:44.452967941,18,97.11016
2023-07-01,GBPUSD,2023-07-01D12:33:47.124772220,10,97.54993
2023-07-01,GBPUSD,2023-07-01D12:34:22.664048373,49,97.63759
2023-07-01,GBPUSD,2023-07-01D12:34:23.674060999,91,97.33293
2023-07-01,GBPUSD,2023-07-01D12:37:39.060005843,21,96.95043
2023-07-01,GBPUSD,2023-07-01D12:40:41.723690181,5,97.38344
2023-07-01,GBPUSD,2023-07-01D12:40:58.498413115,51,97.20871
2023-07-01,GBPUSD,2023-07-01D12:41:12.524146735,96,97.18244
2023-07-01,GBPUSD,2023-07-01D12:41:36.188995241,83,96.87685
2023-07-01,GBPUSD,2023-07-01D12:42:19.466169475,73,96.98344
2023-07-01,GBPUSD,2023-07-01D12:42:29.984740465,87,97.36117
2023-07-01,GBPUSD,2023-07-01D12:43:50.683477967,21,97.50862
2023-07-01,GBPUSD,2023-07-01D12:44:34.884425103,20,97.29665
2023-07-01,GBPUSD,2023-07-01D12:44:45.348822175,94,97.15739
2023-07-01,GBPUSD,2023-07-01D12:47:11.106530874,92,97.47373
2023-07-01,GBPUSD,2023-07-01D12:48:33.639295845,9,97.85468
2023-07-01,GBPUSD,2023-07-01D12:54:05.668414234,68,98.14764
2023-07-01,GBPUSD,2023-07-01D12:55:05.783980339,89,98.32025
2023-07-01,GBPUSD,2023-07-01D12:58:17.965195029,9,98.21023
2023-07-01,GBPUSD,2023-07-01D12:59:10.363160669,47,98.57511
2023-07-01,GBPUSD,2023-07-01D12:59:31.984025090,84,98.84613
2023-07-01,GBPUSD,2023-07-01D13:01:17.277398853,36,98.50896
2023-07-01,GBPUSD,2023-07-01D13:08:10.644197165,27,98.4309
2023-07-01,GBPUSD,2023-07-01D13:08:55.490946471,32,98.3099
2023-07-01,GBPUSD,2023-07-01D13:09:16.051285564,96,98.68833
2023-07-01,GBPUSD,2023-07-01D13:11:10.032381265,7,98.33369
2023-07-01,GBPUSD,2023-07-01D13:14:18.231722562,86,98.48645
2023-07-01,GBPUSD,2023-07-01D13:14:27.612902819,98,98.80824
2023-07-01,GBPUSD,2023-07-01D13:15:00.350182502,19,99.05309
2023-07-01,GBPUSD,2023-07-01D13:15:04.185546934,48,99.32261
2023-07-01,GBPUSD,2023-07-01D13:15:41.064626722,67,99.17525
2023-07-01,GBPUSD,2023-07-01D13:16:05.606014429,19,98.8487
2023-07-01,GBPUSD,2023-07-01D13:17:08.028950839,9,99.31997
2023-07-01,GBPUSD,2023-07-01D13:19:58.871878534,36,99.0002
2023-07-01,GBPUSD,2023-07-01D13:20:00.536584853,20,99.41597
2023-07-01,GBPUSD,2023-07-01D13:20:45.525457709,83,99.57021
2023-07-01,GBPUSD,2023-07-01D13:21:51.572393774,23,99.29513
2023-07-01,GBPUSD,2023-07-01D13:23:48.856368362,54,99.22814
2023-07-01,GBPUSD,2023-07-01D13:30:05.175027250,71,99.5928
2023-07-01,GBPUSD,2023-07-01D13:31:56.979832201,17,99.52617
2023-07-01,GBPUSD,2023-07-01D13:35:30.700238048,97,99.54217
2023-07-01,GBPUSD,2023-07-01D13:36:23.763176947,89,99.11783
2023-07-01,GBPUSD,2023-07-01D13:36:27.014658003,97,98.95501
2023-07-01,GBPUSD,2023-07-01D13:39:42.330174743,63,99.30991
2023-07-01,GBPUSD,2023-07-01D13:40:19.137679784,12,99.79785
2023-07-01,GBPUSD,2023-07-01D13:40:46.688264607,79,100.2032
2023-07-01,GBPUSD,2023-07-01D13:41:18.245727717,18,100.1834
2023-07-01,GBPUSD,2023-07-01D13:43:07.984118610,79,99.80168
2023-07-01,GBPUSD,2023-07-01D13:46:01.575774102,77,99.51883
2023-07-01,GBPUSD,2023-07-01D13:46:35.236625521,38,99.19916
2023-07-01,GBPUSD,2023-07-01D13:50:15.147925167,8,99.12591
2023-07-01,GBPUSD,2023-07-01D13:54:33.331175743,19,99.10895
2023-07-01,GBPUSD,2023-07-01D13:54:49.517629891,9,98.67928
2023-07-01,GBPUSD,2023-07-01D13:55:42.916857450,11,98.94671
2023-07-01,GBPUSD,2023-07-01D13:59:22.066262214,96,99.21185
2023-07-01,GBPUSD,2023-07-01D14:00:26.823364197,69,99.37749
2023-07-01,GBPUSD,2023-07-01D14:03:58.893507420,37,99.14342
2023-07-01,GBPUSD,2023-07-01D14:06:13.851697146,66,98.99046
2023-07-01,GBPUSD,2023-07-01D14:07:48.395863472,37,98.7547
2023-07-01,GBPUSD,2023-07-01D14:07:48.852348625,43,98.6668
2023-07-01,GBPUSD,2023-07-01D14:08:44.506281315,62,99.07874
2023-07-01,GBPUSD,2023-07-01D14:08:55.557800530,62,99.5635
2023-07-01,GBPUSD,2023-07-01D14:09:19.858413040,61,99.49435
2023-07-01,GBPUSD,2023-07-01D14:12:05.381554662,15,99.42555
2023-07-01,GBPUSD,2023-07-01D14:14:22.964051216,77,98.98935
2023-07-01,GBPUSD,2023-07-01D14:14:50.913084893,32,99.01668
2023-07-01,GBPUSD,2023-07-01D14:14:58.475928604,83,99.47425
2023-07-01,GBPUSD,2023-07-01D14:18:06.011905967,90,99.87356
2023-07-01,GBPUSD,2023-07-01D14:18:29.385547041,9,99.6761
2023-07-01,GBPUSD,2023-07-01D14:18:37.319843172,18,100.0263
2023-07-01,GBPUSD,2023-07-01D14:21:05.438955276,4,100.1292
2023-07-01,GBPUSD,2023-07-01D14:21:25.651519148,88,99.77961
2023-07-01,GBPUSD,2023-07-01D14:22:02.497989981,76,99.91756
2023-07-01,GBPUSD,2023-07-01D14:28:57.648463993,62,100.1886
2023-07-01,GBPUSD,2023-07-01D14:30:59.546817093,32,100.202
2023-07-01,GBPUSD,2023-07-01D14:32:34.728175699,83,100.5992
2023-07-01,GBPUSD,2023-07-01D14:33:21.457232236,1,100.9975
2023-07-01,GBPUSD,2023-07-01D14:34:29.954185187,75,100.6376
2023-07-01,GBPUSD,2023-07-01D14:35:17.726828902,86,100.6565
2023-07-01,GBPUSD,2023-07-01D14:35:49.085258691,18,100.7111
2023-07-01,GBPUSD,2023-07-01D14:37:53.831775783,58,100.2709
2023-07-01,GBPUSD,2023-07-01D14:38:13.973207473,59,100.6374
2023-07-01,GBPUSD,2023-07-01D14:38:38.491461127,64,100.9173
2023-07-01,GBPUSD,2023-07-01D14:40:56.320787965,71,101.1487
2023-07-01,GBPUSD,2023-07-01D14:41:05.637112408,13,101.2537
2023-07-01,GBPUSD,2023-07-01D14:43:04.483641385,52,100.9719
2023-07-01,GBPUSD,2023-07-01D14:44:57.973068057,49,101.1293
2023-07-01,GBPUSD,2023-07-01D14:45:18.139846622,3,101.1934
2023-07-01,GBPUSD,2023-07-01D14:45:25.774345546,85,101.6299
2023-07-01,GBPUSD,2023-07-01D14:45:26.546037196,96,101.3442
2023-07-01,GBPUSD,2023-07-01D14:48:22.288093417,76,101.3068
2023-07-01,GBPUSD,2023-07-01D14:48:41.587666868,14,101.1433
2023-07-01,GBPUSD,2023-07-01D14:49:47.450475990,81,100.9276
2023-07-01,GBPUSD,2023-07-01D14:51:46.077935546,24,100.6794
2023-07-01,GBPUSD,2023-07-01D14:52:09.185193031,0,100.9395
2023-07-01,GBPUSD,2023-07-01D14:53:18.007893561,54,100.5026
2023-07-01,GBPUSD,2023-07-01D14:55:24.713925271,69,100.5236
2023-07-01,GBPUSD,2023-07-01D14:56:21.985451280,45,100.0599
2023-07-01,GBPUSD,2023-07-01D14:57:51.034173666,39,99.97294
2023-07-01,GBPUSD,2023-07-01D14:58:21.654426007,69,99.71215
2023-07-01,GBPUSD,2023-07-01D15:00:21.780690550,80,100.1767
2023-07-01,GBPUSD,2023-07-01D15:03:09.072601496,68,100.2449
2023-07-01,GBPUSD,2023-07-01D15:03:40.661406218,10,100.4359
2023-07-01,GBPUSD,2023-07-01D15:03:51.788402795,90,100.6449
2023-07-01,GBPUSD,2023-07-01D15:04:06.266155689,35,100.9268
2023-07-01,GBPUSD,2023-07-01D15:06:02.381920962,49,100.8796
2023-07-01,GBPUSD,2023-07-01D15:08:07.116006016,88,100.7513
2023-07-01,GBPUSD,2023-07-01D15:11:22.952119409,88,101.0823
2023-07-01,GBPUSD,2023-07-01D15:14:37.142335473,59,101.2357
2023-07-01,GBPUSD,2023-07-01D15:15:35.449985414,98,100.7395
2023-07-01,GBPUSD,2023-07-01D15:16:09.055596738,83,100.7903
2023-07-01,GBPUSD,2023-07-01D15:20:57.097768037,44,100.3782
2023-07-01,GBPUSD,2023-07-01D15:22:09.569593816,64,100.8021
2023-07-01,GBPUSD,2023-07-01D15:24:03.569116293,87,100.381
2023-07-01,GBPUSD,2023-07-01D15:26:50.200560092,34,100.3898
2023-07-01,GBPUSD,2023-07-01D15:26:52.330401688,86,100.6832
2023-07-01,GBPUSD,2023-07-01D15:27:30.160633026,76,100.31
2023-07-01,GBPUSD,2023-07-01D15:28:09.120550453,17,100.0708
2023-07-01,GBPUSD,2023-07-01D15:31:03.214918970,54,99.81195
2023-07-01,GBPUSD,2023-07-01D15:32:50.004784315,79,100.0297
2023-07-01,GBPUSD,2023-07-01D15:33:41.891185640,55,99.84428
2023-07-01,GBPUSD,2023-07-01D15:34:56.134436129,35,100.1041
2023-07-01,GBPUSD,2023-07-01D15:35:04.545977711,1,99.87262
2023-07-01,GBPUSD,2023-07-01D15:35:54.826050996,81,99.93449
2023-07-01,GBPUSD,2023-07-01D15:37:44.653538166,81,100.3799
2023-07-01,GBPUSD,2023-07-01D15:39:59.185920506,16,100.5312
2023-07-01,GBPUSD,2023-07-01D15:40:38.552936910,85,100.9929
2023-07-01,GBPUSD,2023-07-01D15:41:28.106963037,41,100.7975
2023-07-01,GBPUSD,2023-07-01D15:42:31.235729455,2,100.5806
2023-07-01,GBPUSD,2023-07-01D15:43:18.795197903,16,100.2087
2023-07-01,GBPUSD,2023-07-01D15:43:56.433919518,5,100.6485
2023-07-01,GBPUSD,2023-07-01D15:46:20.100470780,50,101.1273
2023-07-01,GBPUSD,2023-07-01D15:46:53.086310773,27,101.1923
2023-07-01,GBPUSD,2023-07-01D15:47:21.187928616,29,100.7255
2023-07-01,GBPUSD,2023-07-01D15:48:30.134124755,13,100.9949
2023-07-01,GBPUSD,2023-07-01D15:49:49.896094053,87,100.5108
2023-07-01,GBPUSD,2023-07-01D15:52:28.035590349,5,100.2676
2023-07-01,GBPUSD,2023-07-01D15:53:57.086565791,42,100.2552
2023-07-01,GBPUSD,2023-07-01D15:54:16.733109801,88,100.0531
2023-07-01,GBPUSD,2023-07-01D15:54:39.680641739,88,99.68712
2023-07-01,GBPUSD,2023-07-01D15:55:07.152631133,91,99.63494
2023-07-01,GBPUSD,2023-07-01D15:55:12.050693481,60,99.99666
2023-07-01,GBPUSD,2023-07-01D15:55:14.545791595,98,99.5623
2023-07-01,GBPUSD,2023-07-01D15:56:47.887369393,46,99.64815
2023-07-01,GBPUSD,2023-07-01D15:58:12.479467391,92,99.74808
2023-07-01,GBPUSD,2023-07-01D16:01:02.948226928,85,99.76924
2023-07-01,GBPUSD,2023-07-01D16:02:25.313541590,96,99.60209
2023-07-01,GBPUSD,2023-07-01D16:04:18.084505050,52,100.0776
2023-07-01,GBPUSD,2023-07-01D16:05:09.166565536,82,100.4201
2023-07-01,GBPUSD,2023-07-01D16:05:13.395892828,37,100.8115
2023-07-01,GBPUSD,2023-07-01D16:05:54.618220030,79,100.7711
2023-07-01,GBPUSD,2023-07-01D16:07:57.004983275,99,100.9421
2023-07-01,GBPUSD,2023-07-01D16:09:14.861290007,85,100.9965
2023-07-01,GBPUSD,2023-07-01D16:14:06.705070137,29,101.3
2023-07-01,GBPUSD,2023-07-01D16:19:07.885251044,76,100.9661
2023-07-01,GBPUSD,2023-07-01D16:19:42.087218015,59,101.2372
2023-07-01,GBPUSD,2023-07-01D16:20:57.813502102,32,101.5144
2023-07-01,GBPUSD,2023-07-01D16:21:53.424666970,85,101.5176
2023-07-01,GBPUSD,2023-07-01D16:24:20.462292283,91,101.9759
2023-07-01,GBPUSD,2023-07-01D16:25:24.874294548,33,101.5063
2023-07-01,GBPUSD,2023-07-01D16:26:41.013310252,38,101.1822
2023-07-01,GBPUSD,2023-07-01D16:27:18.315984606,65,100.9375
2023-07-01,GBPUSD,2023-07-01D16:31:02.409780173,46,100.9527
2023-07-01,GBPUSD,2023-07-01D16:38:21.436145602,67,100.8269
2023-07-01,GBPUSD,2023-07-01D16:38:37.905197291,91,101.202
2023-07-01,GBPUSD,2023-07-01D16:39:22.890006601,91,101.1798
2023-07-01,GBPUSD,2023-07-01D16:40:36.767115443,27,100.8336
2023-07-01,GBPUSD,2023-07-01D16:42:01.905639766,96,100.6389
2023-07-01,GBPUSD,2023-07-01D16:42:50.461582391,1,100.6753
2023-07-01,GBPUSD,2023-07-01D16:43:46.603241264,7,101.0884
2023-07-01,GBPUSD,2023-07-01D16:44:05.085518806,59,101.557
2023-07-01,GBPUSD,2023-07-01D16:44:16.761516629,55,101.9479
2023-07-01,GBPUSD,2023-07-01D16:45:06.646158545,7,101.8106
2023-07-01,GBPUSD,2023-07-01D16:46:27.163525074,88,101.887
2023-07-01,GBPUSD,2023-07-01D16:46:36.146598457,53,101.9608
2023-07-01,GBPUSD,2023-07-01D16:46:49.967143087,11,102.2235
2023-07-01,GBPUSD,2023-07-01D16:47:31.128014176,3,102.7158
2023-07-01,GBPUSD,2023-07-01D16:49:12.459389715,13,102.8816
2023-07-01,GBPUSD,2023-07-01D16:51:51.957237123,68,103.1867
2023-07-01,GBPUSD,2023-07-01D16:51:51.965323983,58,103.6689
2023-07-01,GBPUSD,2023-07-01D16:52:14.277554600,64,103.6012
2023-07-01,GBPUSD,2023-07-01D16:53:44.929969757,59,104.0994
2023-07-01,GBPUSD,2023-07-01D16:54:27.560979723,36,104.1296
2023-07-01,GBPUSD,2023-07-01D17:06:08.462488799,32,104.3319
2023-07-01,GBPUSD,2023-07-01D17:06:23.898554741,19,104.6323
2023-07-01,GBPUSD,2023-07-01D17:06:34.396365433,20,104.7075
2023-07-01,GBPUSD,2023-07-01D17:07:58.048858790,61,104.3016
2023-07-01,GBPUSD,2023-07-01D17:09:30.624739676,74,104.7714
2023-07-01,GBPUSD,2023-07-01D17:09:52.149084805,34,104.9179
2023-07-01,GBPUSD,2023-07-01D17:10:12.273377179,14,105.0211
2023-07-01,GBPUSD,2023-07-01D17:10:50.841544567,21,104.9746
2023-07-01,GBPUSD,2023-07-01D17:12:28.697642236,29,104.9837
2023-07-01,GBPUSD,2023-07-01D17:13:25.328556149,82,104.5612
2023-07-01,GBPUSD,2023-07-01D17:14:23.868954777,38,104.607
2023-07-01,GBPUSD,2023-07-01D17:14:26.757432370,93,104.2148
2023-07-01,GBPUSD,2023-07-01D17:14:37.243253587,21,104.5008
2023-07-01,GBPUSD,2023-07-01D17:14:43.155392109,86,104.7233
2023-07-01,GBPUSD,2023-07-01D17:19:50.930950640,73,105.0564
2023-07-01,GBPUSD,2023-07-01D17:19:51.953234373,43,104.7907
2023-07-01,GBPUSD,2023-07-01D17:19:52.495878785,19,104.8534
2023-07-01,GBPUSD,2023-07-01D17:24:08.415472357,94,104.695
2023-07-01,GBPUSD,2023-07-01D17:25:26.084111630,84,104.824
2023-07-01,GBPUSD,2023-07-01D17:26:06.021533309,68,104.6441
2023-07-01,GBPUSD,2023-07-01D17:26:24.061004965,13,104.2106
2023-07-01,GBPUSD,2023-07-01D17:26:35.714029669,14,104.4957
2023-07-01,GBPUSD,2023-07-01D17:29:30.733036100,81,104.6612
2023-07-01,GBPUSD,2023-07-01D17:29:34.131287633,69,104.7586
2023-07-01,GBPUSD,2023-07-01D17:34:23.233400880,19,104.7842
2023-07-01,GBPUSD,2023-07-01D17:34:29.880095868,10,104.5132
2023-07-01,GBPUSD,2023-07-01D17:35:23.517825453,68,104.9451
2023-07-01,GBPUSD,2023-07-01D17:35:23.634038864,99,104.8255
2023-07-01,GBPUSD,2023-07-01D17:36:34.433473794,74,104.7054
2023-07-01,GBPUSD,2023-07-01D17:38:45.208403169,17,104.8868
2023-07-01,GBPUSD,2023-07-01D17:39:01.519740968,2,104.4609
2023-07-01,GBPUSD,2023-07-01D17:40:26.730141787,76,104.3969
2023-07-01,GBPUSD,2023-07-01D17:41:54.073683320,70,104.0558
2023-07-01,GBPUSD,2023-07-01D17:42:20.028159319,40,104.1318
2023-07-01,GBPUSD,2023-07-01D17:43:53.046021311,80,104.1349
2023-07-01,GBPUSD,2023-07-01D17:44:03.748638778,68,103.7192
2023-07-01,GBPUSD,2023-07-01D17:44:19.810068457,96,104.1872
2023-07-01,GBPUSD,2023-07-01D17:46:40.308944284,30,104.0873
2023-07-01,GBPUSD,2023-07-01D17:46:46.938660889,37,103.8866
2023-07-01,GBPUSD,2023-07-01D17:46:53.174535333,41,104.1518
2023-07-01,GBPUSD,2023-07-01D17:47:52.372584789,93,103.7949
2023-07-01,GBPUSD,2023-07-01D17:49:41.004624813,29,104.1644
2023-07-01,GBPUSD,2023-07-01D17:52:59.832272975,97,104.6565
2023-07-01,GBPUSD,2023-07-01D17:58:30.879944264,51,104.2261
2023-07-01,GBPUSD,2023-07-01D17:59:47.802802025,42,104.3349
2023-07-01,GBPUSD,2023-07-01D18:01:21.592275201,82,104.6552
2023-07-01,GBPUSD,2023-07-01D18:03:08.538788258,14,104.2218
2023-07-01,GBPUSD,2023-07-01D18:03:15.451042055,98,104.2735
2023-07-01,GBPUSD,2023-07-01D18:04:14.728672652,57,104.0698
2023-07-01,GBPUSD,2023-07-01D18:05:56.608325242,89,104.22
2023-07-01,GBPUSD,2023-07-01D18:07:13.391574024,36,104.3561
2023-07-01,GBPUSD,2023-07-01D18:09:12.530457078,74,104.0723
2023-07-01,GBPUSD,2023-07-01D18:09:43.525561540,12,103.8908
2023-07-01,GBPUSD,2023-07-01D18:11:14.753069131,72,104.2757
2023-07-01,GBPUSD,2023-07-01D18:12:00.101545750,45,104.0486
2023-07-01,GBPUSD,2023-07-01D18:12:02.445990889,50,104.3332
2023-07-01,GBPUSD,2023-07-01D18:14:04.396948813,0,103.8335
2023-07-01,GBPUSD,2023-07-01D18:14:29.546943157,93,103.3956
2023-07-01,GBPUSD,2023-07-01D18:18:25.697583406,62,103.5899
2023-07-01,GBPUSD,2023-07-01D18:19:53.610182403,82,103.4171
2023-07-01,GBPUSD,2023-07-01D18:20:31.592897324,10,102.9415
2023-07-01,GBPUSD,2023-07-01D18:21:51.394596844,63,103.1732
2023-07-01,GBPUSD,2023-07-01D18:22:03.396865277,2,103.5994
2023-07-01,GBPUSD,2023-07-01D18:24:04.306971877,18,103.7762
2023-07-01,GBPUSD,2023-07-01D18:24:47.460529803,39,103.3371
2023-07-01,GBPUSD,2023-07-01D18:25:47.641595452,92,103.5468
2023-07-01,GBPUSD,2023-07-01D18:27:03.900747298,75,103.3453
2023-07-01,GBPUSD,2023-07-01D18:30:27.650175242,3,103.2844
2023-07-01,GBPUSD,2023-07-01D18:30:39.573747663,50,103.4218
2023-07-01,GBPUSD,2023-07-01D18:31:53.887466489,66,103.8996
